course_title,course_id,course_avg_ratings,num_course_subscribers,num_course_reviews,course_length,course_language,course_type,course_instructor,course_instructor_id,num_course_instructor,num_course_lectures,course_publsihed_date,course_updated_date,course_list_price_inr,course_current_price_inr,course_instructional_level,course_category,course_label,is_course_bestseller,course_headline,course_url,course_image_url
Sit Less Move More - Office Desk Exercise To Improve Posture,430228,4.57,15743,6164,2.5 hours,English,Paid,Posture Videos,7009550,1,46,2015-06-19,2022-08-04,1499.0,449.0,All Levels,Health & Fitness,Posture,No,Helping employees become more active and far more comfortable,https://www.udemy.com/course/sit-less-move-more-office-desk-exercise-to-improve-posture/,https://img-c.udemycdn.com/course/750x422/430228_26e5_3.jpg
Kids Yoga Teacher Training Certificate Course - Ages 2-17,2709124,4.68,18779,5784,3 hours,English,Paid,Jessica Fleming,90363296,1,75,2019-12-24,2021-06-06,3499.0,449.0,All Levels,Health & Fitness,Yoga for Kids,Yes,"Confidently teach fun, safe and engaging yoga classes to kids aged 2 to 17 years - Kids Yoga Business Training included!",https://www.udemy.com/course/kids-yoga-teacher-training-certificate-course/,https://img-c.udemycdn.com/course/750x422/2709124_745b_3.jpg
Learn Meditation with Certification to Guide Others,1253772,4.66,25805,5548,1.5 hours,English,Paid,Melissa Crowhurst,23121946,1,39,2017-06-29,2022-10-25,3499.0,449.0,All Levels,Health & Fitness,Meditation,No,"Learn meditation for stress relief, mindfulness, anxiety & more! Includes 10 guided audios & Meditation Certificate",https://www.udemy.com/course/learn-to-meditate/,https://img-c.udemycdn.com/course/750x422/1253772_8786_3.jpg
Aromatherapy- Using Essential Oils For Natural Living (5 CE),1229218,4.79,24240,5543,6 hours,English,Paid,Mark Perren-Jones,7240640,1,126,2017-06-19,2022-08-31,3499.0,449.0,All Levels,Health & Fitness,Aromatherapy,Yes,"Aromatherapy-Blend Aromatherapy Essential Oils By The Notes, Beauty Products, Cleaning Products, Balms And Scrubs !",https://www.udemy.com/course/aromatherapy-how-to-use-essential-oils-in-your-everyday-life/,https://img-c.udemycdn.com/course/750x422/1229218_b589_3.jpg
Elevate Your Tennis Game: Learn from Champion Andre Agassi,1041352,4.6,20167,5341,1 hour,English,Paid,Andre Agassi,27915804,1,62,2017-01-27,2017-01-27,3399.0,449.0,Intermediate Level,Health & Fitness,Tennis,Yes,Level up your tennis game with the next best thing to a private lesson. Master insider secrets and a winner’s mindset.,https://www.udemy.com/course/andreagassi/,https://img-c.udemycdn.com/course/750x422/1041352_c116.jpg
Isla Verde Spa Relaxation Massage Certificate Course,293170,4.73,21145,4825,5.5 hours,English,Paid,Mark Perren-Jones,7240640,1,73,2014-10-21,2022-08-10,3499.0,449.0,All Levels,Health & Fitness,Massage,No,This is a Complete Massage Course That Will Teach You Everything That You Need to Know to Give Amazing Massages,https://www.udemy.com/course/award-winning-isla-verde-spa-relaxation-massage-masterclass/,https://img-c.udemycdn.com/course/750x422/293170_2550_2.jpg
Become a SuperHuman: Naturally & Safely Boost Testosterone,702664,4.41,23911,4701,2.5 hours,English,Paid,Jonathan Levi and SuperHuman Academy®,"1603568, 75469214",2,32,2016-07-21,2021-01-04,3399.0,449.0,All Levels,Health & Fitness,Testosterone,Yes,"Hack diet, exercise, & habits to safely boost your testosterone; the motivation, fitness, health, & happiness super drug",https://www.udemy.com/course/become-a-superhuman-naturally-safely-boost-testosterone/,https://img-c.udemycdn.com/course/750x422/702664_a5c1_2.jpg
Health and Nutrition Life Coach Certification (Accredited),1869864,4.38,19301,4662,10.5 hours,English,Paid,Joeel & Natalie Rivera and Sanda Kruger and Transformation Services,"988786, 31052202, 62486662",3,92,2018-08-28,2022-11-03,3499.0,449.0,All Levels,Health & Fitness,Health Coach Training,Yes,"Life Coaching: Create a Workout &  Nutrition Plan Based on Your Clients’ Fitness, Weight Loss, Dieting & Nutrition Goals",https://www.udemy.com/course/health-and-nutrition-life-coach-certification/,https://img-c.udemycdn.com/course/750x422/1869864_bab4_3.jpg
Introduction to CBT: Cognitive Behavioral Therapy,248826,4.26,17867,4435,2 hours,English,Paid,Libby Seery Founder of Renaissance Life Therapies,7479160,1,38,2014-09-05,2017-09-09,3499.0,449.0,All Levels,Health & Fitness,CBT Cognitive Behavioral Therapy,No,Online Counselling & Cognitive Behavioural Therapy (CBT) Training Course,https://www.udemy.com/course/train-to-be-your-own-counsellor-cbt-therapist/,https://img-c.udemycdn.com/course/750x422/248826_0b4c_6.jpg
Deep Tissue Massage Certificate Course (5 CEU's),299618,4.7,20032,4342,6 hours,English,Paid,Mark Perren-Jones,7240640,1,73,2016-04-20,2022-08-10,3499.0,449.0,All Levels,Health & Fitness,Sports Massage,Yes,Master Deep Tissue Massage and Other Advanced Massage Techniques from This Bestselling Deep Tissue Massage Course,https://www.udemy.com/course/award-winning-isla-verde-spa-deep-tissueadvanced-techniques/,https://img-c.udemycdn.com/course/750x422/299618_4972_4.jpg
Internationally Accredited Diploma in Yoga Training,1669282,4.38,25744,4185,4 hours,English,Paid,Akash Sehrawat and Fabulous Body and Teaching Assistant,"22973584, 82467986, 82470196",3,97,2018-05-11,2020-08-04,3499.0,449.0,All Levels,Health & Fitness,Yoga,No,Start a New Career in Yoga with this Yoga Course for Beginners/Intermediates,https://www.udemy.com/course/internationally-accredited-diploma-in-yoga-training/,https://img-c.udemycdn.com/course/750x422/1669282_64c3_5.jpg
"Eat Real Food: How to Eat a Whole Food, Plant-Based Diet",756494,4.64,19570,3921,4 hours,English,Paid,Evita Ochel,321929,1,44,2016-02-18,2022-08-05,2599.0,449.0,All Levels,Health & Fitness,Nutrition,No,"Learn how to be a healthy vegan or vegetarian in a holistic way for best health, weight, and wellbeing.",https://www.udemy.com/course/whole-food-plant-based-diet/,https://img-c.udemycdn.com/course/750x422/756494_408d.jpg
Counselling Children & Adolescents - ACCREDITED CERTIFICATE,998942,4.42,14440,3793,2.5 hours,English,Paid,"Elmira Strange, MPhil, Dip",17111598,1,24,2016-11-14,2021-02-02,3499.0,449.0,Beginner Level,Health & Fitness,Counseling,Yes,"Work from home, become a professional counsellor, teenagers and child psychology, grief and bereavement, depression",https://www.udemy.com/course/counselling-children/,https://img-c.udemycdn.com/course/750x422/998942_1c08_3.jpg
