course_title,course_id,course_avg_ratings,num_course_subscribers,num_course_reviews,course_length,course_language,course_type,course_instructor,course_instructor_id,num_course_instructor,num_course_lectures,course_publsihed_date,course_updated_date,course_list_price_inr,course_current_price_inr,course_instructional_level,course_category,course_label,is_course_bestseller,course_headline,course_url,course_image_url
SAP ABAP Programming For Beginners - Online Training,20365,4.43,49913,9338,13.5 hours,English,Paid,Peter Moxon,251625,1,133,2012-09-24,2015-07-09,3299.0,449.0,All Levels,Office Productivity,SAP ABAP,Yes,Learn SAP ABAP Programming With Peter Moxon. Help Study For Certification - Life Time Access + Updates!,https://www.udemy.com/course/sap-abap-programming-for-beginners/,https://img-b.udemycdn.com/course/750x422/20365_92cc_7.jpg
EXCEL at Work - Complete MS Excel Mastery Beginner to Pro,509114,4.59,67393,9289,7 hours,English,Paid,Steve McDonald,615874,1,67,2016-01-22,2021-10-28,3399.0,449.0,Beginner Level,Office Productivity,Excel,No,"Boost your Excel skills - Boost your career. Master Microsoft Excel worksheets, functions, & more. Excel 2016-2019 & 365",https://www.udemy.com/course/how-to-use-microsoft-excel-beginning-to-advanced-tutorials/,https://img-b.udemycdn.com/course/750x422/509114_97f4_7.jpg
PL/SQL by Example - Beginner to Advanced PL/SQL,470406,4.44,39721,9082,5.5 hours,English,Paid,Amarnath Reddy,10317106,1,103,2015-07-07,2018-12-25,3499.0,449.0,All Levels,Office Productivity,PL/SQL,No,Using PL/SQL learn how to combine the efficiency of SQL & Procedural Language(PL) to build a powerful PL/SQL Application,https://www.udemy.com/course/plsql-by-example/,https://img-b.udemycdn.com/course/750x422/470406_489f_3.jpg
Microsoft PowerPoint From Beginner to Advanced,2619774,4.6,51395,9090,7 hours,English,Paid,Kyle Pew and Office Newb,"16649710, 98211038",2,89,2019-11-02,2019-11-01,3499.0,449.0,All Levels,Office Productivity,PowerPoint,No,Go from Zero to Microsoft PowerPoint Presenter Extraordinaire. Downloadable Exercise file to Follow Along.,https://www.udemy.com/course/microsoft-powerpoint-beginner-to-advanced-x/,https://img-b.udemycdn.com/course/750x422/2619774_41ee_2.jpg
Advanced Excel - Top Excel Tips & Formulas,773214,4.67,40096,8694,7 hours,English,Paid,Leila Gharani,14088122,1,41,2016-04-01,2022-09-14,3499.0,449.0,All Levels,Office Productivity,Excel Formulas and Functions,No,Master Advanced Excel Formulas. Solve Complex Problems. Learn Advanced Excel Skills to Save Time & Impress (Excel 2010),https://www.udemy.com/course/advanced-excel-tips-formulas/,https://img-b.udemycdn.com/course/750x422/773214_f3b8_9.jpg
"Ultimate Microsoft Office; Excel, Word, PowerPoint & Access",2743630,4.51,41536,8364,68.5 hours,English,Paid,Simon Sez IT,254593,1,629,2020-01-17,2022-11-07,3499.0,449.0,All Levels,Office Productivity,Microsoft Office,Yes,Learn basic to advanced Microsoft Office skills in this 9-course bundle for Office 365 or Office 2019,https://www.udemy.com/course/microsoft-office-excel-word-access-powerpoint/,https://img-b.udemycdn.com/course/750x422/2743630_037a_4.jpg
SAP SD Training - in Plain English,33002,4.54,36363,7934,31.5 hours,English,Paid,Siva Prasad,499701,1,132,2013-08-15,2018-08-20,3499.0,449.0,All Levels,Office Productivity,SAP SD,Yes,This comprehensive SAP SD Training course will teach you everything you need to learn about SAP SD,https://www.udemy.com/course/sap-sd-training/,https://img-b.udemycdn.com/course/750x422/33002_458c_3.jpg
Power Apps - Complete Guide to Microsoft PowerApps,3136332,4.53,36475,7851,9 hours,English,Paid,Henry Habib,114871766,1,123,2020-07-18,2022-07-05,3499.0,449.0,All Levels,Office Productivity,Microsoft Power Apps,Yes,Build smart business applications using Microsoft Power Apps with no code! Learn PowerApps from basic to advanced,https://www.udemy.com/course/complete-guide-to-microsoft-powerapps-basic-to-advanced/,https://img-b.udemycdn.com/course/750x422/3136332_29d8_2.jpg
Up and Running with Microsoft Teams,1380500,4.55,18926,7852,2 hours,English,Paid,BrainTree Learning,36999084,1,19,2017-10-05,2021-07-15,799.0,449.0,All Levels,Office Productivity,Microsoft Office 365,No,Learn how to use Microsoft Teams,https://www.udemy.com/course/learn-staffhub/,https://img-b.udemycdn.com/course/750x422/1380500_d6d9_3.jpg
Microsoft Office Shortcuts and Speed Tips,1100398,4.59,20446,7804,1 hour,English,Paid,Christopher Boykin and Alex Mozes,"29342098, 190805982",2,16,2017-11-03,2017-11-02,2999.0,449.0,Intermediate Level,Office Productivity,Microsoft Office,No,"Work faster, not harder in Microsoft Windows, Excel, Word and PowerPoint with these shortcuts tips",https://www.udemy.com/course/office-shortcuts/,https://img-b.udemycdn.com/course/750x422/1100398_c274_2.jpg
Oracle DBA 11g/12c - Database Administration for Junior DBA,1170864,4.5,30846,7641,11 hours,English,Paid,Amarnath Reddy,10317106,1,129,2017-05-22,2022-05-09,3499.0,449.0,Intermediate Level,Office Productivity,Oracle Database,Yes,Learn to become an Oracle Database Administrator (DBA) in 6 weeks and get a well paid job as a Junior DBA.,https://www.udemy.com/course/oracledbatraining/,https://img-b.udemycdn.com/course/750x422/1170864_e2f0_2.jpg
SharePoint 2013 Complete Training,775346,4.46,40425,7442,5.5 hours,English,Paid,Kyle Pew,16649710,1,67,2016-04-15,2019-02-11,3399.0,449.0,All Levels,Office Productivity,SharePoint,No,A complete A-Z SharePoint 2013 guide for office workers,https://www.udemy.com/course/sharepoint-2013-complete-training/,https://img-b.udemycdn.com/course/750x422/775346_ca40_5.jpg
Microsoft Excel Weekender Crash Course,2070737,4.32,295649,7284,5.5 hours,English,Paid,Start-Tech Academy,60035391,1,49,2018-12-12,2022-11-02,1299.0,449.0,All Levels,Office Productivity,Excel,No,"Microsoft Excel in just 5 hours - Excel Formulas and Functions, Excel Charts, Excel Analytics, Shortcuts & Excel Macros",https://www.udemy.com/course/microsoft-excel-masterclass-complete-and-concise/,https://img-b.udemycdn.com/course/750x422/2070737_3af1_4.jpg
