course_title,course_id,course_avg_ratings,num_course_subscribers,num_course_reviews,course_length,course_language,course_type,course_instructor,course_instructor_id,num_course_instructor,num_course_lectures,course_publsihed_date,course_updated_date,course_list_price_inr,course_current_price_inr,course_instructional_level,course_category,course_label,is_course_bestseller,course_headline,course_url,course_image_url
"Git Complete: The definitive, step-by-step guide to Git",221674,4.46,118690,25715,6.5 hours,English,Paid,Jason Taylor,5341724,1,85,2014-12-03,2022-08-28,3499.0,449.0,All Levels,Development,Git,No,Go from zero to hero with Git source control step-by-step with easy to understand examples. Become the next Git expert!,https://www.udemy.com/course/git-complete/,https://img-b.udemycdn.com/course/750x422/221674_1411_4.jpg
"DevOps , CI/CD(Continuous Integration/Delivery for Beginners",2779762,4.57,68316,25660,1 hour,English,Paid,John Honai,78777828,1,13,2020-01-28,2022-11-03,3399.0,449.0,Beginner Level,Development,CI/CD,No,"Learn about CI CD & DevOps & the concepts of Continuous Integration, Continuous Delivery / Deployment, DevOps & pipeline",https://www.udemy.com/course/ci-cd-devops/,https://img-b.udemycdn.com/course/750x422/2779762_87e5_4.jpg
JavaScript Basics for Beginners,1743420,4.61,101276,25172,6.5 hours,English,Paid,Mosh Hamedani,712832,1,105,2018-06-12,2018-06-21,3499.0,449.0,Beginner Level,Development,JavaScript,Yes,JavaScript - Master the Fundamentals in 6 Hours,https://www.udemy.com/course/javascript-basics-for-beginners/,https://img-b.udemycdn.com/course/750x422/1743420_0062.jpg
Python A-Z™: Python For Data Science With Real Exercises!,913448,4.61,148315,25072,11 hours,English,Paid,Kirill Eremenko and Ligency I Team and Ligency Team,"2364054, 27129696, 150405524",3,72,2016-07-26,2022-11-07,3499.0,449.0,All Levels,Development,Python,No,"Programming In Python For Data Analytics And Data Science. Learn Statistical Analysis, Data Mining And Visualization",https://www.udemy.com/course/python-coding/,https://img-b.udemycdn.com/course/750x422/913448_e6e2_4.jpg
Ethereum and Solidity: The Complete Developer's Guide,1466612,4.6,127745,24104,24 hours,English,Paid,Stephen Grider,5487312,1,266,2018-01-03,2022-11-02,3299.0,449.0,All Levels,Development,Ethereum,Yes,"Use Ethereum, Solidity, and Smart Contracts to build production-ready apps based on the blockchain",https://www.udemy.com/course/ethereum-and-solidity-the-complete-developers-guide/,https://img-b.udemycdn.com/course/750x422/1466612_bead_2.jpg
Modern HTML & CSS From The Beginning (Including Sass),2153774,4.69,75755,24030,21 hours,English,Paid,Brad Traversy,21681922,1,129,2019-01-17,2022-03-23,3399.0,449.0,All Levels,Development,CSS,No,"Build modern responsive websites & UIs with HTML5, CSS3 & Sass! Learn Flex & CSS Grid",https://www.udemy.com/course/modern-html-css-from-the-beginning/,https://img-b.udemycdn.com/course/750x422/2153774_bef0_4.jpg
"Complete React Developer in 2023 (w/ Redux, Hooks, GraphQL)",2365628,4.64,119549,23779,39.5 hours,English,Paid,Andrei Neagoie and Yihua Zhang and Zero To Mastery,"38516954, 66986824, 173002169",3,328,2019-07-01,2022-11-01,3499.0,449.0,All Levels,Development,React JS,No,"Updated! Become a Senior React Developer. Build a massive E-commerce app with Redux, Hooks, GraphQL, Stripe, Firebase",https://www.udemy.com/course/complete-react-developer-zero-to-mastery/,https://img-b.udemycdn.com/course/750x422/2365628_0b60_9.jpg
Responsive Web Design: HTML5 + CSS3 for Entrepreneurs 2018,505208,4.56,81451,23541,5.5 hours,English,Paid,Andrew Eddy and Margot Dukes,"8800948, 9284676",2,58,2015-10-17,2018-09-04,3299.0,449.0,Beginner Level,Development,CSS,No,"Build a coding foundation as an entrepreneur, where I’ll take you through the entire process of coding your own website",https://www.udemy.com/course/html-css-more/,https://img-b.udemycdn.com/course/750x422/505208_2307_5.jpg
JavaScript - The Complete Guide 2023 (Beginner + Advanced),2508942,4.64,120447,23361,52.5 hours,English,Paid,Academind by Maximilian Schwarzmüller and Maximilian Schwarzmüller,"31926668, 13952972",2,617,2019-10-29,2022-11-02,3499.0,449.0,All Levels,Development,JavaScript,No,Modern JavaScript from the beginning - all the way up to JS expert level! THE must-have JavaScript resource in 2023.,https://www.udemy.com/course/javascript-the-complete-guide-2020-beginner-advanced/,https://img-b.udemycdn.com/course/750x422/2508942_11d3_3.jpg
Python for Absolute Beginners,836376,4.49,179130,23325,4.5 hours,English,Paid,Green Chameleon Learning,22313626,1,112,2016-06-03,2022-09-21,2299.0,449.0,Beginner Level,Development,Python,No,Learn Python programming from scratch with hands-on exercises in this Python course!,https://www.udemy.com/course/python-for-absolute-beginners-u/,https://img-b.udemycdn.com/course/750x422/836376_8b97_4.jpg
The Complete Python Programming Course: Beginner to Advanced,882826,4.14,576629,23251,18 hours,English,Paid,Joseph Delgadillo and Nick Germaine,"12013100, 1300460",2,147,2016-09-13,2022-11-04,3499.0,449.0,All Levels,Development,Python,No,"Learn Python with projects covering game & web development, web scraping, MongoDB, Django, PyQt, and data visualization!",https://www.udemy.com/course/python-complete/,https://img-b.udemycdn.com/course/750x422/882826_4687_3.jpg
PHP for Beginners - Become a PHP Master - CMS Project,405282,4.46,114499,22838,37 hours,English,Paid,Edwin Diaz and Coding Faculty Solutions,"6772884, 34613172",2,336,2015-02-14,2022-10-11,3499.0,449.0,All Levels,Development,PHP,Yes,PHP for Beginners: learn everything you need to become a professional PHP developer with practical exercises & projects.,https://www.udemy.com/course/php-for-complete-beginners-includes-msql-object-oriented/,https://img-b.udemycdn.com/course/750x422/405282_27d2_3.jpg
Angular & NodeJS - The MEAN Stack Guide [2023 Edition],833442,4.59,115702,22805,13 hours,English,Paid,Maximilian Schwarzmüller,13952972,1,152,2016-05-02,2022-11-02,3499.0,449.0,All Levels,Development,Node.Js,Yes,Learn how to connect your Angular Frontend to a NodeJS & Express & MongoDB Backend by building a real Application,https://www.udemy.com/course/angular-2-and-nodejs-the-practical-guide/,https://img-b.udemycdn.com/course/750x422/833442_b26e_5.jpg
