course_title,course_id,course_avg_ratings,num_course_subscribers,num_course_reviews,course_length,course_language,course_type,course_instructor,course_instructor_id,num_course_instructor,num_course_lectures,course_publsihed_date,course_updated_date,course_list_price_inr,course_current_price_inr,course_instructional_level,course_category,course_label,is_course_bestseller,course_headline,course_url,course_image_url
The Complete Sketch 5 Course - Design Apps & Websites 2021,1855830,4.42,18729,4050,15.5 hours,English,Paid,Codestars • over 2 million students worldwide! and Rob Percival and Andrew Eddy and The Design Academy and Margot Dukes,"33231436, 4387876, 8800948, 50372790, 9284676",5,138,2018-08-22,2020-04-12,3499.0,449.0,All Levels,Design,Sketch Software,No,"Master Sketch software and learn a modern approach to designing mobile apps, websites, and everything UI/UX",https://www.udemy.com/course/sketchdesign/,https://img-c.udemycdn.com/course/750x422/1855830_155f_4.jpg
3ds Max + V-Ray: 3ds Max PRO in 6 hrs,269778,4.58,24045,4005,21 hours,English,Paid,Adam Zollinger,6783508,1,157,2014-08-26,2022-08-02,3499.0,449.0,Beginner Level,Design,3ds Max,Yes,"3ds Max intro course:  3Ds Max and V-Ray for creating 3D architectural imagery, from beginner to advanced",https://www.udemy.com/course/intro-to-architectural-visualization-using-3ds-max-and-v-ray_zillus/,https://img-c.udemycdn.com/course/750x422/269778_a286_16.jpg
Environment Art School: Complete Perspective Drawing Course,2068907,4.65,32242,3989,10 hours,English,Paid,"Scott Harris • 450,000+ Enrolments",9055848,1,51,2018-12-07,2022-10-17,3499.0,449.0,Beginner Level,Design,Drawing,Yes,"Learn How To Draw Landscapes, How to Draw Perspective, How to Draw Backgrounds and How to Draw Scenes and Create Worlds",https://www.udemy.com/course/perspective-art-school-environment-landscape-drawing-course/,https://img-c.udemycdn.com/course/750x422/2068907_8958_3.jpg
Logo Design in Adobe Illustrator - for Beginners & Beyond,595876,4.47,21055,3986,17.5 hours,English,Paid,Daniel Evans,5108286,1,266,2015-10-01,2022-09-08,3499.0,449.0,All Levels,Design,Logo Design,No,"Learn how to design a logo by a Published, Multi-Award Winning Logo Designer! 21+ Years Experience!",https://www.udemy.com/course/logodesign/,https://img-c.udemycdn.com/course/750x422/595876_f52f_20.jpg
Gamification & Behavioral Design: The Octalysis Framework,852028,4.65,21804,3906,3 hours,English,Paid,Yu-kai Chou,470636,1,21,2016-07-25,2019-02-19,7500.0,7500.0,All Levels,Design,User Experience Design,Yes,"Learn the 8 Core Drives that motivate us all (beyond Points, Badges, and Leaderboards)",https://www.udemy.com/course/gamification-behavioral-design-the-octalysis-framework/,https://img-c.udemycdn.com/course/750x422/852028_f146_3.jpg
Complete Houdini FX 19 Bootcamp,1227634,4.59,17071,3891,18 hours,English,Paid,Raffi Bedross,9859504,1,195,2017-06-07,2022-03-18,3499.0,449.0,Beginner Level,Design,Houdini Software,Yes,Beginners guide to Houdini FX 19 : The most powerful 3D application in the world. No prior knowledge required.,https://www.udemy.com/course/houdini-create-full-cg-chocolate-commercial-in-houdini/,https://img-c.udemycdn.com/course/750x422/1227634_053c_20.jpg
After Effects CC: The Ultimate Motion Graphics Masterclass,973762,4.66,94368,3767,23 hours,English,Paid,Louay Zambarakji,15601054,1,250,2016-12-19,2022-11-09,3499.0,449.0,All Levels,Design,Motion Graphics,No,Create Motion Graphics with Adobe After Effects CC: Best Techniques and Methods to Become a Top Motion Graphics Designer,https://www.udemy.com/course/adobe-after-effects-2017-essential-motion-graphics-training/,https://img-c.udemycdn.com/course/750x422/973762_010a_12.jpg
Complete Wordpress Training For Beginners,62768,3.8,39626,3707,4 hours,English,Paid,Eduonix Learning Solutions and Eduonix-Tech .,"598757, 15712140",2,20,2013-07-02,2018-12-04,799.0,449.0,All Levels,Design,WordPress,No,Learn to Build Wordpress Websites and Blogs from Scratch,https://www.udemy.com/course/complete-wordpress-course-for-beginners/,https://img-c.udemycdn.com/course/750x422/62768_bb14_8.jpg
"Graphic Design MasterClass- Photoshop, Illustrator, Indesign",1622484,4.44,99562,3696,34.5 hours,English,Paid,Khalil Ibrahim,16989726,1,212,2018-04-23,2022-11-08,3199.0,449.0,Beginner Level,Design,Graphic Design,No,"Graphic design for beginners including Graphic Design Theories, Photoshop, Illustrator, Indesign, CC & Creative Thinking",https://www.udemy.com/course/illustrator-cc-2018-for-beginners-basics-tricks/,https://img-c.udemycdn.com/course/750x422/1622484_652b_2.jpg
Complete Beginner's Guide to Anatomy and Figure Drawing pt1,880202,4.62,24546,3679,38.5 hours,English,Paid,Rich Graysonn,5520332,1,225,2016-06-20,2022-05-30,3499.0,449.0,Beginner Level,Design,Figure Drawing,No,Learn the Basics of anatomy and figure Drawing,https://www.udemy.com/course/anatomy-and-figure-drawing-for-games-and-comics/,https://img-c.udemycdn.com/course/750x422/880202_d1eb_4.jpg
